town,page,url
turnhout,2,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc89261
turnhout,2,https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbt69334
turnhout,2,https://immovlan.be/en/detail/apartment/for-sale/9940/kluizen/rbt68849
turnhout,2,https://immovlan.be/en/detail/apartment/for-sale/9940/kluizen/rbt68850
turnhout,2,https://immovlan.be/en/detail/apartment/for-sale/9940/kluizen/rbt68851
turnhout,2,https://immovlan.be/en/detail/apartment/for-sale/9990/maldegem/rbt69345
turnhout,2,https://immovlan.be/en/detail/mixed-building/for-sale/6511/stree/vbc89216
turnhout,2,https://immovlan.be/en/detail/penthouse/for-sale/8630/veurne/rbt69333
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/1082/berchem-sainte-agathe/vbc89484
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/1980/zemst/rbt69080
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/2500/lier/rbt69212
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/5190/moustier-sur-sambre/vbc89196
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbc89366
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/5575/willerzie/vbc89368
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbc89444
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbc89441
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/8520/kuurne/rbt68979
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/8930/menen/rbt68826
turnhout,2,https://immovlan.be/en/detail/residence/for-sale/9550/herzele/rbt68841
turnhout,2,https://immovlan.be/en/detail/villa/for-sale/1330/rixensart/vbc89345
