town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85600,Apartment,482 000 €,1300 Wavre,1300,Wavre,2,14 m²,12 m²,2,2,113 m²,Yes,7 m²,,2,2028,New,Super equipped,Yes,Double glass,Yes,,,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc86767,Apartment,350 000 €,Parc des Saules 19 27 1300 Wavre,19,Wavre,3,,,,,115 m²,Yes,,,3,1994,,Super equipped,No,,Yes,,154 kWh/m²/year,,04/06/2035
wavre,2,https://immovlan.be/en/detail/residence/for-sale/1300/limal/vbc85804,Residence,249 000 €,Avenue de la Gare 11 1300 Limal,11,Limal,3,,,1,1,135 m²,Yes,,,,1970,To be renovated,Partially equipped,No,,No,,505 kWh/m²/year,,25/09/2030
wavre,2,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc84275,Residence,185 000 €,Chaussée de Louvain 89 1300 Wavre,89,Wavre,3,,,2,,180 m²,No,,,,,To be renovated,Not equipped,No,,No,,904 kWh/m²/year,61914 kWh/year,16/04/2034
wavre,2,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc84988,Residence,250 000 €,Chemin de Louvranges 8 1300 Wavre,8,Wavre,3,,,,2,140 m²,,,,,,,,No,,No,,417 kWh/m²/year,,15/04/2035
wavre,2,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vwd13744,Residence,Make offer from 675 000 €,Drève de Stadt 50 1300 Wavre,50,Wavre,3,10 m²,12 m²,2,,165 m²,Yes,,South-east,,2023,Excellent,Super equipped,No,Double glass,No,No,63 kWh/m²/year,12268 kWh/year,09/05/2035
wavre,2,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc85944,Villa,599 000 €,Avenue des Minéraux 47 1300 Wavre,47,Wavre,4,13 m²,9 m²,2,,160 m²,Yes,30 m²,,,1977,Excellent,Super equipped,,Double glass,No,,198 kWh/m²/year,33189 kWh/year,13/05/2035
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc81117,Apartment,225 000 €,Parc des Saules 9 24 1300 Wavre,9,Wavre,2,,,,1,70 m²,Yes,13 m²,,6,,,Super equipped,No,,Yes,,241 kWh/m²/year,,11/02/2035
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83264,Apartment,425 000 €,Rue des Combattants 144 0.1 1300 Wavre,144,Wavre,2,12 m²,14 m²,1,1,107 m²,Yes,17 m²,South,0,2024,,Super equipped,Yes,Double glass,Yes,Yes,,,
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83271,Apartment,468 000 €,Rue Provinciale 60 G3.08 1300 Wavre,60,Wavre,2,14 m²,12 m²,1,2,105 m²,Yes,14 m²,South-west,3,,New,Super equipped,Yes,Double glass,Yes,Yes,85 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83272,Apartment,265 050 €,Rue Provinciale 60 A1.19 1300 Wavre,60,Wavre,1,13 m²,,1,1,65 m²,Yes,7 m²,North-east,1,2026,New,Super equipped,Yes,Double glass,Yes,Yes,85 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83273,Apartment,405 000 €,Rue Provinciale 60 A2.31 1300 Wavre,60,Wavre,2,17 m²,11 m²,2,1,93 m²,Yes,13 m²,North-east,2,2026,New,Super equipped,Yes,Double glass,Yes,Yes,85 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83274,Apartment,505 000 €,Rue Provinciale 60 G3.09 1300 Wavre,60,Wavre,3,16 m²,11 m²,2,2,114 m²,Yes,22 m²,South-west,3,2026,New,Super equipped,Yes,Double glass,Yes,Yes,85 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83275,Apartment,899 000 €,Rue Provinciale 60 A4.47 1300 Wavre,60,Wavre,4,15 m²,12 m²,3,3,167 m²,Yes,129 m²,South,4,2026,New,Super equipped,Yes,Double glass,Yes,Yes,85 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83276,Apartment,899 000 €,Rue Provinciale 60 A4.50 1300 Wavre,60,Wavre,4,17 m²,10 m²,3,3,168 m²,Yes,105 m²,North-east,4,2026,New,Super equipped,Yes,Double glass,Yes,Yes,85 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc83632,Apartment,399 000 €,Rue du Pont du Christ 19 003 1300 Wavre,19,Wavre,3,,,,,185 m²,,,,3,1990,,,No,,Yes,,153 kWh/m²/year,,20/07/2033
wavre,3,https://immovlan.be/en/detail/apartment/for-sale/1301/bierges/vbc83263,Apartment,425 000 €,Rue des Combattants 144 0.1 1301 Bierges,144,Bierges,2,12 m²,14 m²,1,1,107 m²,Yes,17 m²,South,0,2024,,Super equipped,Yes,Double glass,Yes,Yes,,,
wavre,3,https://immovlan.be/en/detail/apartment/in-public-sale/1301/bierges/vbc77804,Apartment,Start price 160 000 €,Venelle de la Futaie 3 0008 1301 Bierges,3,Bierges,2,,,1,1,,Yes,,,2,1986,To be renovated,Fully equipped,Yes,,Yes,,277 kWh/m²/year,21393 kWh/year,
wavre,3,https://immovlan.be/en/detail/ground-floor/for-sale/1300/wavre/vbc83270,Ground,279 300 €,Rue Provinciale 60 G0.02 1300 Wavre,60,Wavre,1,12 m²,,1,1,57 m²,Yes,6 m²,North-east,0,2027,New,Super equipped,Yes,Double glass,Yes,Yes,85 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc80343,Residence,2 455 000 €,Avenue de Doiceau 99 1300 Wavre,99,Wavre,6,28 m²,23 m²,5,4,560 m²,Yes,,South-west,,1999,Excellent,Fully equipped,Yes,Double glass,No,Yes,188 kWh/m²/year,115947 kWh/year,22/05/2035
wavre,3,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc82166,Residence,425 000 €,Avenue de l'Etang 4 1300 Wavre,4,Wavre,4,14 m²,11 m²,1,2,140 m²,Yes,15 m²,South,,1971,To be renovated,Fully equipped,Yes,Double glass,No,,385 kWh/m²/year,78331 kWh/year,09/05/2035
wavre,3,https://immovlan.be/en/detail/residence/for-sale/1301/bierges/vbc78536,Residence,300 000 €,Rue Joseph Francis 30 1301 Bierges,30,Bierges,3,,,,,,,,,,,,,No,,,,422 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/residence/for-sale/1301/bierges/vbc79667,Residence,495 000 €,Rue des Templiers 46 1301 Bierges,46,Bierges,4,20 m²,28 m²,2,3,210 m²,Yes,25 m²,,,1900,To renovate,Super equipped,,Double glass,No,,425 kWh/m²/year,119978 kWh/year,01/05/2035
wavre,3,https://immovlan.be/en/detail/residence/in-public-sale/1300/wavre/vbc79818,Residence,Start price 190 000 €,Chaussée de la Verte Voie 51 1300 Wavre,51,Wavre,2,14 m²,16 m²,1,1,82 m²,,,,,,Normal,Fully equipped,,Double glass,,,467 kWh/m²/year,48271 kWh/year,
wavre,3,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vwd12567,Villa,1 250 000 €,rue des trois héros 19 1300 Wavre,19,Wavre,7,,,4,,670 m²,Yes,,South-west,,,Excellent,Fully equipped,Yes,Double glass,,,228 kWh/m²/year,,
wavre,3,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vwd13233,Villa,Make offer from 500 000 €,1300 Wavre,1300,Wavre,6,,,3,,230 m²,,,,,1900,Excellent,Super equipped,,Double glass,,,,,
wavre,3,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vwd13506,Villa,695 000 €,Avenue des Aubépines 13 1300 Wavre,13,Wavre,3,,,2,,220 m²,Yes,70 m²,,,1960,Excellent,,,Double glass,,,271 kWh/m²/year,,
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc66698,Apartment,295 000 €,Chaussée de Louvain 244 2 1300 Wavre,244,Wavre,2,,,1,1,85 m²,,,,2,1970,,Super equipped,No,,No,,172 kWh/m²/year,,01/03/2033
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc67525,Apartment,395 000 €,Rue du Pont du Christ 29 3 1300 Wavre,29,Wavre,2,13 m²,13 m²,1,2,123 m²,Yes,17 m²,East,2,,Fully renovated,Super equipped,,Double glass,No,Yes,115 kWh/m²/year,,
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc69520,,,,,,,,,,,,,,,,,,,,,,,,,
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc73241,Apartment,249 000 €,1300 Wavre,1300,Wavre,2,,,,,85 m²,,,,1,,,,,,,,414 kWh/m²/year,35541 kWh/year,
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc73698,Apartment,295 000 €,Avenue du Centre Sportif 57 5/M2 1300 Wavre,57,Wavre,2,,,1,1,100 m²,Yes,12 m²,,2,1968,,Super equipped,No,,Yes,,145 kWh/m²/year,15393 kWh/year,07/05/2035
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc74596,Apartment,290 000 €,Avenue du Centre Sportif 57 6/N2 1300 Wavre,57,Wavre,2,,,1,1,100 m²,Yes,12 m²,,2,1968,,Super equipped,No,,Yes,,125 kWh/m²/year,13173 kWh/year,07/05/2035
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc74935,Apartment,275 000 €,Place Bosch 19 1300 Wavre,19,Wavre,3,17 m²,20 m²,2,2,155 m²,Yes,44 m²,East,1,1950,To be renovated,,Yes,,Yes,Yes,281 kWh/m²/year,48352 kWh/year,30/01/2013
wavre,4,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc76814,Apartment,325 000 €,1300 Wavre,1300,Wavre,2,,,2,1,94 m²,Yes,20 m²,,0,2021,New,,Yes,Double glass,Yes,,130 kWh/m²/year,12180 kWh/year,
wavre,4,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc66219,Duplex,375 000 €,Chaussée de Wavre 385b 1300 Wavre,1300,Wavre,1,15 m²,24 m²,1,,155 m²,,,,,2015,Normal,Fully equipped,,Double glass,No,,,,
wavre,4,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc67498,Duplex,395 000 €,Ruelle Nuit et Jour 2 1300 Wavre,2,Wavre,2,13 m²,13 m²,1,2,122 m²,Yes,17 m²,North-east,2,2025,Fully renovated,Super equipped,,Double glass,No,,115 kWh/m²/year,16023 kWh/year,03/12/2034
wavre,4,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc69115,Duplex,215 000 €,"Chaussée de Bruxelles 18
1300 Wavre",18,Wavre,2,14 m²,8 m²,1,1,65 m²,,,,1,1950,To renovate,Fully equipped,,Double glass,No,,254 kWh/m²/year,,25/04/2033
wavre,4,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc74757,Duplex,175 000 €,"Chaussée de Bruxelles 18
1300 Wavre",18,Wavre,2,8 m²,8 m²,1,1,55 m²,,,,1,1950,To be renovated,Fully equipped,,Double glass,No,Yes,255 kWh/m²/year,,29/04/2035
wavre,4,https://immovlan.be/en/detail/residence/for-sale/1300/limal/vbc71384,Residence,369 000 €,Rue Joséphine Rauscent 34 1300 Limal,34,Limal,3,10 m²,11 m²,1,2,118 m²,Yes,,,,1900,Normal,Super equipped,Yes,Double glass,No,,138 kWh/m²/year,17961 kWh/year,23/01/2035
wavre,4,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc69457,Residence,325 000 €,1300 Wavre,1300,Wavre,3,20 m²,20 m²,1,2,200 m²,Yes,9 m²,South-east,,,To be renovated,Partially equipped,Yes,,,,365 kWh/m²/year,105917 kWh/year,10/04/2025
wavre,4,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc74337,Residence,589 236 €,1300 Wavre,1300,Wavre,3,,,2,2,185 m²,,,,,,New,,,,,,,,
wavre,4,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc74338,Residence,651 821 €,1300 Wavre,1300,Wavre,3,,,2,2,219 m²,,,,,,New,,,,,,,,
wavre,4,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc74867,Residence,Make offer from 375 000 €,rue de Grandsart 1 1300 Wavre,1,Wavre,3,15 m²,14 m²,2,2,135 m²,Yes,12 m²,,,2025,New,,,Double glass,No,,,,
wavre,4,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc75111,Residence,495 000 €,1300 Wavre,1300,Wavre,4,,,,4,215 m²,Yes,54 m²,,,1987,To be renovated,Partially equipped,,,No,,246 kWh/m²/year,70943 kWh/year,04/02/2034
wavre,4,https://immovlan.be/en/detail/residence/for-sale/1301/bierges/vwd13181,Residence,795 000 €,Rue De L'église 15 1301 Bierges,15,Bierges,5,,,2,,300 m²,Yes,90 m²,,,2014,Excellent,Fully equipped,,Double glass,,,,,
wavre,4,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc66449,Villa,Make offer from 475 000 €,Rue des Ecoles 4 1300 Wavre,4,Wavre,2,15 m²,16 m²,2,2,150 m²,Yes,20 m²,South-east,,1950,Excellent,Fully equipped,Yes,Double glass,No,,244 kWh/m²/year,60487 kWh/year,15/07/2032
wavre,5,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbb36566,Apartment,335 000 €,Chaussee des Nerviens 39 4 1300 Wavre,39,Wavre,2,17 m²,9 m²,1,1,99 m²,Yes,17 m²,,0,2022,New,,,Double glass,Yes,Yes,102 kWh/m²/year,10144 kWh/year,
wavre,5,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbb36567,Apartment,345 000 €,Chaussee des Nerviens 39 4 1300 Wavre,39,Wavre,2,13 m²,13 m²,1,1,98 m²,Yes,15 m²,,1,2022,New,,,Double glass,Yes,Yes,85 kWh/m²/year,8328 kWh/year,
wavre,5,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc39442,Apartment,350 000 €,1300 Wavre,1300,Wavre,2,12 m²,12 m²,1,1,90 m²,Yes,20 m²,East,1,,Fully renovated,Super equipped,,Double glass,No,Yes,84 kWh/m²/year,,
wavre,5,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc46145,Apartment,335 000 €,Venelle des Buissons 1 1/24 1300 Wavre,1,Wavre,2,11 m²,16 m²,1,1,90 m²,Yes,,South-east,2,2006,Excellent,,,Double glass,Yes,,88 kWh/m²/year,7967 kWh/year,
wavre,5,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc56184,Apartment,450 000 €,Chaussée de Namur 20 4 1300 Wavre,20,Wavre,3,15 m²,13 m²,2,2,150 m²,Yes,,South-east,1,2002,Excellent,,Yes,Double glass,Yes,Yes,117 kWh/m²/year,18353 kWh/year,20/03/2035
wavre,5,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc66076,Apartment,425 000 €,1300 Wavre,1300,Wavre,2,15 m²,10 m²,1,2,95 m²,Yes,9 m²,South-west,1,2017,New,,Yes,Double glass,Yes,Yes,71 kWh/m²/year,6656 kWh/year,
wavre,5,https://immovlan.be/en/detail/bungalow/for-sale/1300/limal/vbc57176,Bungalow,330 000 €,Avenue du 13ème Tirailleurs 34 1300 Limal,34,Limal,2,21 m²,12 m²,1,2,80 m²,,,,,1977,Normal,Fully equipped,,Double glass,No,Yes,302 kWh/m²/year,38705 kWh/year,26/01/2025
wavre,5,https://immovlan.be/en/detail/bungalow/for-sale/1300/wavre/vbc58320,Bungalow,300 000 €,Résidence Topaze 5 1300 Wavre,5,Wavre,3,12 m²,10 m²,1,1,76 m²,Yes,15 m²,West,,1970,To be renovated,Partially equipped,,,No,,501 kWh/m²/year,37814 kWh/year,24/03/2035
wavre,5,https://immovlan.be/en/detail/mixed-building/for-sale/1300/wavre/vbc64294,Mixed,370 000 €,1300 Wavre,1300,Wavre,4,14 m²,12 m²,2,2,200 m²,Yes,15 m²,East,,1975,To be renovated,,,,No,Yes,370 kWh/m²/year,370 kWh/year,28/03/2025
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc36830,Residence,525 000 €,Venelle aux Thuyas 27 1300 Wavre,27,Wavre,6,33 m²,15 m²,5,5,527 m²,Yes,,West,,1971,To be renovated,,,Double glass,,,,240 kWh/year,
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc50397,Residence,240 000 €,1300 Wavre,1300,Wavre,3,16 m²,15 m²,1,2,120 m²,Yes,,,,,Normal,Fully equipped,Yes,Double glass,No,,433 kWh/m²/year,63867 kWh/year,
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc52506,Residence,Price on request,"Rue Joseph Dechamps 39
1300 Wavre",39,Wavre,4,22 m²,19 m²,1,1,155 m²,,,,,1918,To be renovated,,Yes,,No,,489 kWh/m²/year,,10/10/2034
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc52871,Residence,Bunch price 125 000 €,Avenue Duc Henri de Brabant 29 1300 Wavre,29,Wavre,3,16 m²,16 m²,1,2,225 m²,Yes,20 m²,,,1992,Normal,Super equipped,Yes,Double glass,No,,163 kWh/m²/year,,19/03/2035
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc53150,Residence,Make offer from 539 000 €,Chaussée de Louvain 53 1300 Wavre,53,Wavre,6,17 m²,17 m²,4,,260 m²,Yes,20 m²,,,,Fully renovated,Super equipped,,Double glass,No,Yes,82 kWh/m²/year,21264 kWh/year,28/01/2035
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc55934,Residence,285 000 €,1300 Wavre,1300,Wavre,3,,,1,3,200 m²,Yes,25 m²,,,1900,To be renovated,Not equipped,,,No,,845 kWh/m²/year,172076 kWh/year,08/09/2032
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc57415,Residence,395 000 €,1300 Wavre,1300,Wavre,4,15 m²,12 m²,1,,155 m²,,,,,1952,To be renovated,Not equipped,No,,No,No,614 kWh/m²/year,,
wavre,5,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc58770,Residence,690 000 €,1300 Wavre,1300,Wavre,4,18 m²,16 m²,2,2,215 m²,Yes,,East,,2000,Normal,,,Double glass,No,,272 kWh/m²/year,272 kWh/year,31/03/2025
wavre,5,https://immovlan.be/en/detail/triplex/for-sale/1300/wavre/vbc52284,Triplex,240 000 €,1300 Wavre,1300,Wavre,3,16 m²,15 m²,1,2,120 m²,Yes,,,,,Normal,Fully equipped,Yes,Double glass,No,,433 kWh/m²/year,63867 kWh/year,
wavre,5,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc55924,Villa,945 000 €,1300 Wavre,1300,Wavre,4,16 m²,13 m²,2,3,221 m²,Yes,19 m²,,,2025,New,,,Double glass,No,,50 kWh/m²/year,,
wavre,5,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc62884,Villa,560 000 €,Drève de Stadt 20 1300 Wavre,20,Wavre,4,,,1,2,180 m²,Yes,30 m²,,,2019,,,,,No,,108 kWh/m²/year,,
wavre,6,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc19056,Apartment,125 000 €,1300 Wavre,1300,Wavre,1,,,1,1,62 m²,Yes,,,,,,,No,,No,,,,
wavre,6,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc21766,Apartment,345 000 €,Chaussée de Nerviens 35 1300 Wavre,35,Wavre,2,13 m²,12 m²,1,1,98 m²,Yes,17 m²,South,0,2023,New,Fully equipped,Yes,,Yes,,126 kWh/m²/year,15668 kWh/year,
wavre,6,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc24351,Apartment,325 000 €,Chaussée de Bruxelles 79 204 1300 Wavre,79,Wavre,2,13 m²,10 m²,1,1,83 m²,Yes,8 m²,South,2,2020,Excellent,Super equipped,Yes,Double glass,Yes,Yes,36 kWh/m²/year,2936 kWh/year,07/08/2030
wavre,6,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc27987,Apartment,169 000 €,Parc des Saules 12 1300 Wavre,12,Wavre,1,10 m²,,1,1,47 m²,Yes,10 m²,West,2,1972,To renovate,Partially equipped,,,Yes,Yes,249 kWh/m²/year,,28/01/2035
wavre,6,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc29512,Apartment,350 000 €,Ruelle Nuit et Jour 2 1300 Wavre,2,Wavre,2,12 m²,12 m²,1,1,90 m²,Yes,20 m²,North-east,1,2025,Fully renovated,Super equipped,,Double glass,No,,84 kWh/m²/year,7616 kWh/year,03/12/2034
wavre,6,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc34151,Apartment,325 000 €,1300 Wavre,1300,Wavre,2,13 m²,10 m²,1,1,83 m²,Yes,8 m²,South,1,2020,Normal,Super equipped,Yes,Double glass,Yes,Yes,36 kWh/m²/year,2936 kWh/year,07/08/2030
wavre,6,https://immovlan.be/en/detail/bungalow/for-sale/1300/wavre/vbb92026,Bungalow,325 000 €,1300 Wavre,1300,Wavre,2,,,1,1,100 m²,Yes,130 m²,,,1962,Normal,Super equipped,,,No,,410 kWh/m²/year,38541 kWh/year,
wavre,6,https://immovlan.be/en/detail/bungalow/for-sale/1300/wavre/vbc21371,Bungalow,Price on request,1300 Wavre,1300,Wavre,3,12 m²,9 m²,1,2,133 m²,Yes,,South,,1979,To be renovated,Partially equipped,,Double glass,No,,309 kWh/m²/year,41090 kWh/year,03/05/2028
wavre,6,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbb93235,Duplex,390 000 €,1300 Wavre,1300,Wavre,3,15 m²,12 m²,1,2,127 m²,Yes,13 m²,,1,1960,Fully renovated,Super equipped,Yes,Double glass,No,Yes,120 kWh/m²/year,,
wavre,6,https://immovlan.be/en/detail/ground-floor/for-sale/1300/wavre/vbc11529,Ground,419 000 €,Chaussée de Bruxelles 278 1 1300 Wavre,278,Wavre,2,17 m²,15 m²,1,2,124 m²,Yes,50 m²,,0,2010,Excellent,Super equipped,Yes,Double glass,Yes,Yes,162 kWh/m²/year,22897 kWh/year,
wavre,6,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vba91281,Residence,779 000 €,Venelle des C?dres 28 1300 Wavre,28,Wavre,5,18 m²,9 m²,3,3,,,,,,,New,Fully equipped,,,,,0 kWh/m²/year,,
wavre,6,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc00688,Residence,Make offer from 205 000 €,Rue du Puits 7 1300 Wavre,7,Wavre,2,13 m²,5 m²,1,1,89 m²,Yes,2 m²,North-west,,1936,Normal,,Yes,Double glass,No,,265 kWh/m²/year,23575 kWh/year,08/11/2034
wavre,6,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc02654,Residence,110 000 €,Rue Sainte-Reine 3 1300 Wavre,3,Wavre,2,12 m²,9 m²,1,1,43 m²,,,,,,To be renovated,,Yes,Double glass,No,,389 kWh/m²/year,17693 kWh/year,29/10/2024
wavre,6,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc16688,Residence,220 000 €,Chaussée du Tilleul 149 1300 Wavre,149,Wavre,3,,,1,1,150 m²,No,,,,,To be renovated,,,,No,,408 kWh/m²/year,58561 kWh/year,
wavre,6,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc19055,Residence,105 000 €,1300 Wavre,1300,Wavre,2,,,1,1,65 m²,No,,,,,,,,,No,,,,
wavre,6,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc31106,Residence,140 000 €,Ruelle Nuit et Jour 17 1300 Wavre,17,Wavre,1,,,,1,70 m²,No,,,,,Normal,Not equipped,,,No,,152 kWh/m²/year,19476 kWh/year,30/01/2034
wavre,6,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vwd12072,Residence,495 000 €,1300 Wavre,1300,Wavre,6,19 m²,19 m²,2,,268 m²,Yes,,,,1900,To be renovated,,Yes,,,,314 kWh/m²/year,,
wavre,6,https://immovlan.be/en/detail/villa/for-sale/1300/limal/vbc27486,Villa,Price on request,1300 Limal,1300,Limal,3,13 m²,12 m²,1,1,112 m²,Yes,,South-west,,1970,To be renovated,Partially equipped,Yes,Double glass,No,,539 kWh/m²/year,60087 kWh/year,06/11/2034
wavre,6,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc21370,Villa,Make offer from 395 000 €,1300 Wavre,1300,Wavre,4,11 m²,15 m²,2,2,169 m²,Yes,15 m²,South,,1979,To be renovated,Partially equipped,Yes,Double glass,No,,327 kWh/m²/year,56695 kWh/year,01/07/2034
wavre,6,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vwd10752,Villa,2 850 000 €,1300 Wavre,1300,Wavre,5,,,,,900 m²,Yes,,South,,2010,Excellent,Super equipped,Yes,Double glass,Yes,,91 kWh/m²/year,,
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vba39987,Apartment,320 000 €,Avenue des Princes 56 1300 Wavre,56,Wavre,3,,,1,1,110 m²,Yes,3 m²,,1,2013,Normal,Not equipped,,,Yes,,71 kWh/m²/year,8679 kWh/year,25/10/2033
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vba53457,Apartment,225 000 €,Chaussée de Louvain 67 1300 Wavre,67,Wavre,1,,,,1,70 m²,No,,,3,1976,Excellent,Super equipped,,,Yes,,115 kWh/m²/year,10082 kWh/year,05/11/2033
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vba56583,Apartment,249 000 €,Place des Carmes 36 1300 Wavre,36,Wavre,3,,,1,2,100 m²,No,,,1,,,Not equipped,,,Yes,,227 kWh/m²/year,25396 kWh/year,07/12/2033
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vba73132,Apartment,310 000 €,Rue des Combattants 144 1.2 1300 Wavre,144,Wavre,1,18 m²,,1,1,73 m²,Yes,5 m²,North-east,1,2024,New,,Yes,Double glass,Yes,Yes,,,
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vba77477,Apartment,299 000 €,Rue de Namur 76 7 1300 Wavre,76,Wavre,2,,,1,2,95 m²,No,,,3,1959,Excellent,Not equipped,,,Yes,,60 kWh/m²/year,6620 kWh/year,01/02/2034
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbb15219,Apartment,235 000 €,Parc des Saules 19 23 1300 Wavre,19,Wavre,2,,,1,1,90 m²,Yes,9 m²,,5,,,Not equipped,,,Yes,,127 kWh/m²/year,11693 kWh/year,15/01/2034
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbb20493,Apartment,335 000 €,Chaussée de Nerviens 39 1300 Wavre,39,Wavre,2,18 m²,10 m²,1,1,99 m²,Yes,15 m²,South,0,2021,New,Fully equipped,Yes,,Yes,,126 kWh/m²/year,15668 kWh/year,
wavre,7,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbb69522,Apartment,220 000 €,Avenue des Déportés 3 1 1300 Wavre,3,Wavre,2,,,1,1,95 m²,No,,,1,,,Not equipped,,,No,,267 kWh/m²/year,29990 kWh/year,31/01/2032
